,url,text,stand,zuständig,geschäftsart,status
1419,/gast/geschaefte/1165,Gesetz über das Gesundheitswesen im Kanton Zug (Gesundheitsgesetz; GesG),Datenmigration,,Gesetz,abgeschlossen
1420,/gast/geschaefte/5,Motion der CVP-Fraktion betreffend Steuerbefreiung der Kinder- und Ausbildungszulagen,Datenmigration,,Motion,abgeschlossen
1421,/gast/geschaefte/1164,Motion der CVP-Fraktion betreffend Förderung erneuerbarer Energien und der effizienten Energienutzung bei Gebäuden,Datenmigration,,Motion,abgeschlossen
1422,/gast/geschaefte/1163,Postulat von Christina Huber betreffend kostenlose Lagerung der Armeewaffen im Zeughaus,Datenmigration,,Postulat,abgeschlossen
1423,/gast/geschaefte/1162,Interpellation von Andreas Huwyler betreffend Wegzug der Firma Alcon AG aus dem Kanton Zug,Datenmigration,,Interpellation,abgeschlossen
1424,/gast/geschaefte/1161,Interpellation von Eusebius Spescha und Christina Bürgi Dellsperger betreffend PHZ Teilschule Zug,Datenmigration,,Interpellation,abgeschlossen
1425,/gast/geschaefte/4,Motion und Postulat der SP-Fraktion betreffend nachhaltige Jugendpolitik,Datenmigration,,Motion,abgeschlossen
1426,/gast/geschaefte/1160,"Motion von Thiemo Hächler, CVP, Daniel Abt, FDP, und Karl Nussbaumer, SVP betreffend Sanierung von Schiessanlagen",Datenmigration,,Motion,abgeschlossen
1427,/gast/geschaefte/1159,"Interpellation der Alternativen Fraktion betreffend ""2000-Watt-Gesellschaft""",Datenmigration,,Interpellation,abgeschlossen
1428,/gast/geschaefte/1158,Interpellation von Eric Frischknecht betreffend Verbrauch von Recyclingpapier in der Zuger kantonalen Verwaltung,Datenmigration,,Interpellation,abgeschlossen
1429,/gast/geschaefte/1157,Motion und Postulat von Silvan Hotz und Irène Castell-Bachmann betreffend Senkung der Arbeitgeberbeiträge für Kinderzulagen,Datenmigration,,Motion,abgeschlossen
1430,/gast/geschaefte/1156,"Motion von Christina Bürgi Dellsperger, Eusebius Spescha, Markus Jans, Christina Huber und Alois Gössi betreffend Minergie-Standard bei Neubauten",Datenmigration,,Motion,abgeschlossen
1431,/gast/geschaefte/1155,Interpellation von Anna Lustenberger-Seitz betreffend Wohnungsnot und Wohnbaupolitik im Kanton Zug,Datenmigration,,Interpellation,abgeschlossen
1432,/gast/geschaefte/1154,"Motion von Chrstina Huber, Christina Bürgi Dellsperger und Bettina Egler betreffend Einführung eines Vaterschaftsurlaubs (Ergänzung des Personalgesetzes)",Datenmigration,,Motion,abgeschlossen
1433,/gast/geschaefte/1153,"Interpellation von Eusebius Spescha, Christina Bürgi Dellsperger und Markus Jans betreffend Totalrevision der Verfassung des Kantons Zug",Datenmigration,,Interpellation,abgeschlossen
1434,/gast/geschaefte/1152,"Interpellation von Barbara Strub, Moritz Schmid und Monika Barmet betreffend Förderung des öffentlichen Verkehrs auf der Tangente Neufeld als Verbindung zwischen Berg und Tal",Datenmigration,,Interpellation,abgeschlossen
1435,/gast/geschaefte/1151,Kantonsratsbeschluss betreffend Investitionsbeitrag an das Verkehrshaus der Schweiz,Datenmigration,,Kantonsratsbeschluss (nicht referendumsfähig),abgeschlossen
1436,/gast/geschaefte/1150,Motion und Postulat der FDP-Fraktion betreffend ein einfacheres und transparenteres Steuersystem (EasySwissTax / EasyZugTax),Datenmigration,,Motion,abgeschlossen
1437,/gast/geschaefte/1149,Interpellation von Thomas Lötscher betreffend Sozialhilfebetrug,Datenmigration,,Interpellation,abgeschlossen
1438,/gast/geschaefte/1148,Motion von Christina Bürgi Dellsperger betreffend Effizienzsteigerungen beim Energieverbrauch und Einsatz von erneuerbaren Energien bei kantonalen Bauten und Anlagen,Datenmigration,,Motion,abgeschlossen
1439,/gast/geschaefte/1147,Interpellation von Anna Lustenberger-Seitz betreffend bessere Anerkennung der Spielgruppe und der Spielgruppenleiterinnen im Kanton Zug,Datenmigration,,Interpellation,abgeschlossen
1440,/gast/geschaefte/1146,Änderung des Steuergesetzes,Datenmigration,,Gesetz,abgeschlossen
1441,/gast/geschaefte/1145,Änderung des Kantonsratsbeschlusses betreffend Bewilligung von Personalstellen in den Jahren 2005 - 2008,Datenmigration,,Verschiedenes,abgeschlossen
1442,/gast/geschaefte/1144,Motion allenfalls Postulat der CVP-Fraktion betreffend Bildungsoffensive für Eltern von Kindern im Vorschulalter,Datenmigration,,Motion,abgeschlossen
1443,/gast/geschaefte/1143,Kantonsratsbeschluss betreffend Beteiligung an Interreg IV,Datenmigration,,Kantonsratsbeschluss (nicht referendumsfähig),abgeschlossen
1444,/gast/geschaefte/1142,Motion von Werner Villiger und Rudolf Balsiger betreffend Anpassung des kantonalen Richtplanes (Änderung der Prioritätenliste in Bezug auf den Stadttunnel in Zug),Datenmigration,,Motion,abgeschlossen
1445,/gast/geschaefte/1141,"Kantonsratsbeschluss betreffend Freigabe eines Objektkredites für das Projekt ""Kombinierter Rad-/Fussweg Ägeristrasse, Abschnitt Loreto- bis Lüssirainstrasse, Gemeinde Zug""",Datenmigration,,Kantonsratsbeschluss (nicht referendumsfähig),abgeschlossen
1446,/gast/geschaefte/1140,Aufhebung des Kantonsratsbeschlusses betreffend Schaffung einer Höheren Fachschule Gesundheit,Datenmigration,,Verschiedenes,abgeschlossen
1447,/gast/geschaefte/1139,Kantonsratsbeschluss betreffend Verlängerung des Forschungsbeitrags an das Micro Center Central Switzerland (MCCS),Datenmigration,,Kantonsratsbeschluss (nicht referendumsfähig),abgeschlossen
1448,/gast/geschaefte/1138,Änderung des Ruhetags- und Ladenöffnungsgesetzes,Datenmigration,,Gesetz,abgeschlossen
1449,/gast/geschaefte/1137,"Einführungsgesetz zum Bundesgesetz über Ergänzungsleistungen zur Alters-, Hinterlassenen- und Invalidenversicherung (EG ELG)",Datenmigration,,Gesetz,abgeschlossen
1450,/gast/geschaefte/1136,"Interpellation der Alternativen Fraktion betreffend ""Sicherheit auf Strassen-Baustellen""",Datenmigration,,Interpellation,abgeschlossen
1451,/gast/geschaefte/1135,Interpellation von Eusebius Spescha betreffend Bebauungsplan Bundesplatz West,Datenmigration,,Interpellation,abgeschlossen
1452,/gast/geschaefte/1134,Interpellation von Andreas Hürlimann betreffend Zimmerberg Basistunnel (Zimmerberg II),Datenmigration,,Interpellation,abgeschlossen
1453,/gast/geschaefte/1133,Postulat der CVP-Fraktion betreffend Strategie des Kantons Zug für die vermehrte interkantonale Zusammenarbeit im Metropolitanraum Zürich (Hinwendung zu Zürich),Datenmigration,,Postulat,abgeschlossen
1454,/gast/geschaefte/1132,Änderung der Verfassung des Kantons Zug (Aufhebung der Bestimmung über die Erteilung des Bürgerrechts) und Änderung des Gesetzes betreffend Erwerb und Verlust des Gemeinde- und des Kantonsbürgerrechts (Bürgerrechtsgesetz),Datenmigration,,Verfassung,abgeschlossen
1455,/gast/geschaefte/1131,Rechenschaftsbericht des Verwaltungsgerichtes über die Jahre 2005 und 2006,Datenmigration,,Verschiedenes,abgeschlossen
1456,/gast/geschaefte/1130,Rechenschaftsbericht des Obergerichtes für das Jahr 2006,Datenmigration,,Verschiedenes,abgeschlossen
1457,/gast/geschaefte/1129,Postulat der CVP-Fraktion betreffend Anpassung der Verordnung zum Gesetz über die familienergänzende Kinderbetreuung,Datenmigration,,Postulat,abgeschlossen
1458,/gast/geschaefte/1127,"Interpellation von Eric Frischknecht betreffend Situation und Zukunft der geplanten Höheren Fachschule für Krankenpflege, Schwerpunkt ACB, in Zug",Datenmigration,,Interpellation,abgeschlossen
1459,/gast/geschaefte/1126,Feststellung der Gültigkeit der Wahl eines Mitglieds am Strafgericht,Datenmigration,,Wahlen,abgeschlossen
1460,/gast/geschaefte/1125,"Interpellation der CVP-Fraktion betreffend Finanzierungsstrategie für die ""Spezialfinanzierung Strassenbau""",Datenmigration,,Interpellation,abgeschlossen
1461,/gast/geschaefte/1124,Motion der SVP-Fraktion betreffend LSVA-Einnahmen und deren Verwendung,Datenmigration,,Motion,abgeschlossen
1462,/gast/geschaefte/1123,Rechenschaftsbericht des Regierungsrates für das Jahr 2006,Datenmigration,,Verschiedenes,abgeschlossen
1463,/gast/geschaefte/1122,"Staatsrechnung 2006, Jahresrechnung 2006 der Interkantonalen Strafanstalt Bostadel",Datenmigration,,Verschiedenes,abgeschlossen
1464,/gast/geschaefte/1121,Motion von Alois Gössi zur Ergänzung des Kantonsratsbeschlusses betreffend Beteiligung der kantonalen Mitarbeitenden am Ertragsüberschuss der Laufenden Rechnung 2006,Datenmigration,,Motion,abgeschlossen
1465,/gast/geschaefte/1120,Interpellation von Alois Gössi betreffend Tangente Neufeld,Datenmigration,,Interpellation,abgeschlossen
1466,/gast/geschaefte/1119,Kantonsratsbeschluss betreffend Beitrag an die Erweiterung der Schweizer Schule Singapore,Datenmigration,,Kantonsratsbeschluss (nicht referendumsfähig),abgeschlossen
1467,/gast/geschaefte/1118,Interpellation von Bettina Egler betreffend Effizienz des regionalen Arbeitsvermittlungszentrums (RAV) Zug,Datenmigration,,Interpellation,abgeschlossen
1468,/gast/geschaefte/1117,Interpellation der SVP-Fraktion betreffend Gewalt im öffentlichen Raum,Datenmigration,,Interpellation,abgeschlossen
1469,/gast/geschaefte/1116,Interpellation von Stephan Schleiss betreffend das Strafverfahren und die Öffentlichkeitsarbeit nach einem Tötungsdelikt in Baar,Datenmigration,,Interpellation,abgeschlossen
1470,/gast/geschaefte/1115,Motion von Daniel Abt betreffend Verminderung von Littering,Datenmigration,,Motion,abgeschlossen
1471,/gast/geschaefte/1114,Motion von Martin B. Lehmann betreffend Senkung des Stimmrechtsalters auf 16 Jahre,Nichtüberweisung,Direktion des Innern,Motion,abgeschlossen
1472,/gast/geschaefte/1113,Motion von Martin B. Lehmann betreffend Erhöhung der Reineinkommensgrenze beim Mieterabzug im Steuergesetz,Datenmigration,,Motion,abgeschlossen
1473,/gast/geschaefte/1112,Motion der SVP-Fraktion betreffend Taskforce Steuerwettbewerb,Datenmigration,,Motion,abgeschlossen
1474,/gast/geschaefte/1111,Motion von Stephan Schleiss und Rudolf Balsiger betreffend Änderung des Gesetzes über die familienergänzende Kinderbetreuung,Datenmigration,,Motion,abgeschlossen
1475,/gast/geschaefte/1110,"Motion von Rupan Sivaganesan, Rosemarie Fähndrich Burger, Eusebius Spescha, Vreni Wicky, Beatrice Gaier und Markus Jans betreffend sprachliche Integration von Ausländerinnen und Ausländern",Datenmigration,,Motion,abgeschlossen
1476,/gast/geschaefte/1109,Kantonsratsbeschluss betreffend Verwendung des Ertragsüberschusses der Laufenden Rechnung 2006,Datenmigration,,Kantonsratsbeschluss (nicht referendumsfähig),abgeschlossen
1477,/gast/geschaefte/1108,Zwischenbericht zu den per Ende März 2007 zur Berichterstattung fälligen parlamentarischen Vorstössen,Datenmigration,,Verschiedenes,abgeschlossen
1478,/gast/geschaefte/1107,Änderung des Lehrerbesoldungsgesetzes (Besoldungskategorien und Gehaltsentwicklung),Datenmigration,,Gesetz,abgeschlossen
1479,/gast/geschaefte/1106,"""Ausbau Verbindung Knoten Grindel - Bibersee"" 1. Kantonsratsbeschluss betreffend Genehmigung des Generellen Projektes ""Ausbau Verbindung Knoten Grindel - Bibersee"" 2. Kantonsratsbeschluss betreffend Objektkredit für Planung, Landerwerb und Bau des Projektes ""Ausbau Verbindung Knoten Grindel - Bibersee""",Genehmigung Schlussabrechnung pendent,Baudirektion,Kantonsratsbeschluss (referendumsfähig),hängig
1480,/gast/geschaefte/1105,Interpellation von Beatrice Gaier und Monika Barmet betreffend Entwicklung der Antibiotikaresistenz,Datenmigration,,Interpellation,abgeschlossen
1481,/gast/geschaefte/1104,Motion von Eusebius Spescha und Markus Jans betreffend Schaffung eines Integrationsgesetzes,Datenmigration,,Motion,abgeschlossen
1482,/gast/geschaefte/1103,"Kantonsratsbeschluss betreffend Verlängerung des Rahmenkredits zur Gewährleistung der Sicherheit der kantonalen Behörden, der kantonalen Verwaltung und der Gerichte",Datenmigration,,Kantonsratsbeschluss (nicht referendumsfähig),abgeschlossen
1483,/gast/geschaefte/1102,Kantonsratsbeschluss betreffend die Bewilligung eines Rahmenkredites zur Beschaffung von Landreserven,Datenmigration,,Kantonsratsbeschluss (nicht referendumsfähig),abgeschlossen
1484,/gast/geschaefte/1101,Kantonsratsbeschluss über einen Zusatzkredit für den Neubau der Strafanstalt Zug,Datenmigration,,Kantonsratsbeschluss (nicht referendumsfähig),abgeschlossen
1485,/gast/geschaefte/1100,Motion der SVP-Fraktion betreffend Anpassung des kantonalen Richtplanes,Datenmigration,,Motion,abgeschlossen
1486,/gast/geschaefte/1099,Postulat von Alois Gössi und Christina Bürgi Dellsperger betreffend E-Voting-Versuche im Kanton Zug,Datenmigration,,Postulat,abgeschlossen
1487,/gast/geschaefte/1098,"Vollzug des Strassenbauprogrammes 2004 - 2011, Objektkredit für den Ausbau Knoten Forren Gemeinde Risch",Datenmigration,,Verschiedenes,abgeschlossen
1488,/gast/geschaefte/1097,Motion der CVP-Fraktion betreffend Kinderzulagen für Selbständigerwerbende,Datenmigration,,Motion,abgeschlossen
1489,/gast/geschaefte/1096,Interpellation von Stephan Schleiss betreffend Differenzierung in der Besteuerung von Gewinnen inländischer und ausländischer Herkunft (Abschaffung der Inländerdiskriminierung in der Besteuerung),Datenmigration,,Interpellation,abgeschlossen
1490,/gast/geschaefte/1095,"Interpellation von Markus Jans, Thomas Rickenbacher, Erwina Winiger, Andreas Hürlimann, Hubert Schuler und Hanni Schriber-Neiger betreffend ""Ennetsee Zeitung"" zur Umfahrung Cham-Hünenberg",Datenmigration,,Interpellation,abgeschlossen
1491,/gast/geschaefte/1094,Interpellation von Hubert Schuler und Bettina Egler betreffend Aussetzung von Leistungen der Krankenversicherer,Datenmigration,,Interpellation,abgeschlossen
1492,/gast/geschaefte/1093,"Interpellation der FDP-Fraktion betreffend ""Konferenz der Finanzdirektoren fordert vom Bund ein engeres Korsett bei den Unternehmenssteuern""",Datenmigration,,Interpellation,abgeschlossen
1493,/gast/geschaefte/1092,Änderung des Einführungsgesetzes zum Bundesgesetz über den Wald (EG Waldgesetz),Datenmigration,,Gesetz,abgeschlossen
1494,/gast/geschaefte/1091,Interpellation von Thomas Brändle betreffend Schweizer Franken,Datenmigration,,Interpellation,abgeschlossen
1495,/gast/geschaefte/1090,"Motion der Alternativen Fraktion betreffend ""Aktionsplan Klima"" im Kanton Zug",Datenmigration,,Motion,abgeschlossen
1496,/gast/geschaefte/1089,Interpellation von Alois Gössi und Martin B. Lehmann betreffend Konsequenzen aus dem UNO-Klimabericht,Datenmigration,,Interpellation,abgeschlossen
1497,/gast/geschaefte/1088,Interpellation der Alternativen Fraktion betreffend die weiter anwachsende Firmenflut,Datenmigration,,Interpellation,abgeschlossen
1498,/gast/geschaefte/1087,Kantonsratsbeschluss betreffend Verlängerung der Laufzeit des Rahmenkredits zur Abgeltung dinglicher Rechte bei Massnahmen für den Natur- und Landschaftsschutz,Datenmigration,,Kantonsratsbeschluss (nicht referendumsfähig),abgeschlossen
1499,/gast/geschaefte/1086,Gesetz über die Änderung von Erlassen zur Neugestaltung der Aufgabenteilung zwischen Bund und Kantonen,Datenmigration,,Gesetz,abgeschlossen
1500,/gast/geschaefte/1085,Wahlbestätigung der vom Kanton zu wählenden Mitglieder des Bankrates und der Revisionsstelle der Zuger Kantonalbank,Datenmigration,,Wahlen,abgeschlossen
1501,/gast/geschaefte/1084,Interpellation von Martin B. Lehmann betreffend Pauschalbesteuerung im Kanton Zug,Datenmigration,,Interpellation,abgeschlossen
1502,/gast/geschaefte/1083,Postulat und eventuell Motion der Alternativen Fraktion betreffend flexible Arbeitsmodelle und die Vereinbarkeit von Beruf und Familie,Datenmigration,,Postulat,abgeschlossen
1503,/gast/geschaefte/1082,Interpellation von Andreas Huwyler betreffend Haltung des Regierungsrates zur bevorstehenden Abstimmung über die Umfahrung Cham-Hünenberg,Datenmigration,,Interpellation,abgeschlossen
1504,/gast/geschaefte/1081,Motion von Alois Gössi und Markus Jans betreffend Auflösung der Bürgergemeinden und Überführung ihrer Aufgaben sowie dem Bürgergut an die Einwohnergemeinden,Datenmigration,,Motion,abgeschlossen
1505,/gast/geschaefte/1080,Motion von Silvan Hotz betreffend Rechtsabbiegestreifen beim Autobahnende A4A Sihlbrugg,Datenmigration,,Motion,abgeschlossen
1506,/gast/geschaefte/1079,Motion von Vreni Wicky betreffend Stellung der Musikschulen im Schulgesetz (Ergänzung und Anpassung von § 19),Datenmigration,,Motion,abgeschlossen
1507,/gast/geschaefte/1078,Interpellation von Franz Müller betreffend Sicherheit auf der Kantonsstrasse beim Schulhaus Morgarten,Datenmigration,,Interpellation,abgeschlossen
1508,/gast/geschaefte/1077,Postulat von Franz Müller betreffend einer Gedenkfeier zum 100. Jahrestag der Einweihung des Denkmals in Morgarten,Datenmigration,,Postulat,abgeschlossen
1509,/gast/geschaefte/3,"Motion von Hans Christen, Eusebius Spescha, Beat Stocker, Martin Stuber und Vreni Wicky betreffend Projektierung Zuger Stadtkernentlastung",Erledigterklärung,Baudirektion,Motion,abgeschlossen
1510,/gast/geschaefte/1076,"Kantonsrat, Verzeichnis der am Ende der 28. Legislaturperiode 2003 - 2006 hängigen Geschäfte",Datenmigration,,Verschiedenes,abgeschlossen
1511,/gast/geschaefte/1075,Budget 2007 und Budget 2997 der Interkantonalen Strafanstalt Bostadel,Datenmigration,,Verschiedenes,abgeschlossen
1512,/gast/geschaefte/1074,Kantonale Erneuerungswahlen vom 29. Oktober 2006 für die 29. Legislaturperiode 2007/2010,Datenmigration,,Wahlen,abgeschlossen
1513,/gast/geschaefte/1073,"Motion von Thomas Lötscher betreffend ""Notfallkonzept Feinstaub""",Datenmigration,,Motion,abgeschlossen
1514,/gast/geschaefte/1072,Interpellation von Berty Zeiter und Anna Lustenberger-Seitz betreffend Lagerung von Asbestabfall im Kanton Zug,Datenmigration,,Interpellation,abgeschlossen
1515,/gast/geschaefte/1071,Interpellation von Eusebius Spescha betreffend Lagerung von Asbestmüll im Kanton Zug,Datenmigration,,Interpellation,abgeschlossen
1516,/gast/geschaefte/1070,Interpellation von Franz Müller betreffend Ablagerung von Asbestabfall im Kanton Zug,Datenmigration,,Interpellation,abgeschlossen
1517,/gast/geschaefte/1069,Standesinitiative zur sofortigen Realisierung des Zimmerberg Basistunnels,Datenmigration,,Initiative: Standesinitiative,abgeschlossen
1518,/gast/geschaefte/1068,Genehmigung der Wahl der richterlichen Behörden für die Amtsdauer 2007 - 2012,Datenmigration,,Verschiedenes,abgeschlossen
1519,/gast/geschaefte/1067,Finanzplan 2007 - 2010,Datenmigration,,Verschiedenes,abgeschlossen
1520,/gast/geschaefte/1066,Zweites Paket Zuger Finanz- und Aufgabenreform (ZFA),Datenmigration,,Verschiedenes,abgeschlossen
1521,/gast/geschaefte/1065,"Postulat von Silvan Hotz betreffend Lichtsignalanlage Knoten Weststrasse / Landhausstrasse, Baar",Datenmigration,,Postulat,abgeschlossen
1522,/gast/geschaefte/1064,Kantonsratsbeschluss betreffend Anpassung des kantonalen Richtplans,Datenmigration,,Kantonsratsbeschluss (nicht referendumsfähig),abgeschlossen
1523,/gast/geschaefte/1063,"Interpellation der Alternativen Fraktion betreffend Sicherheit für die Velofahrenden im Kanton, Stand der Velowegplanung und Situation der Veloabstellplätze rund um die Bahnhöfe",Datenmigration,,Interpellation,abgeschlossen
1524,/gast/geschaefte/1062,Änderung der Geschäftsordnung des Kantonsrates betreffend Erwähnung der Fachkommissionen mit ständigem Auftrag (Kleine Parlamentsreform),Datenmigration,,Gesetz,abgeschlossen
1525,/gast/geschaefte/1061,Kantonsratsbeschluss über einen Zusatzkredit für den Neubau des Zentralspitals in Baar,Datenmigration,,Kantonsratsbeschluss (nicht referendumsfähig),abgeschlossen
1526,/gast/geschaefte/1060,Motion von Rudolf Balsiger betreffend Anpassung des kantonalen Richtplanes (Verschiebung der Siedlungsbegrenzungslinie Oberwil östlich der SBB Linie),Datenmigration,,Motion,abgeschlossen
1527,/gast/geschaefte/1059,Interpellation von Daniel Burch betreffend Vergleichbarkeit schulischer Leistungen,Datenmigration,,Interpellation,abgeschlossen
1528,/gast/geschaefte/1058,"Motion der FDP-, CVP- und SVP-Fraktion betreffend Massnahmen gegen trölerische und missbräuchliche verwaltungsrechtliche Verfahren",Datenmigration,,Motion,abgeschlossen
1529,/gast/geschaefte/1057,Motion von Thomas Lötscher betreffend Massnahmen zur Jugendgewalt,Datenmigration,,Motion,abgeschlossen
1530,/gast/geschaefte/1056,Interpellation von Franz Müller betreffend Ausbreitung und Bekämpfung der Ambrosia,Datenmigration,,Interpellation,abgeschlossen
1531,/gast/geschaefte/1055,"Kantonsratsbeschluss betreffend Beteiligung des Kantons am Ausgleich zwischen den Gemeinden als Folge falsch verteilter Kosten bei den kantonalen Ergänzungsleistungen zur Alters-, Hinterlassenen- und Invalidenversicherung",Datenmigration,,Kantonsratsbeschluss (nicht referendumsfähig),abgeschlossen
1532,/gast/geschaefte/1054,Interpellation von Silvan Hotz betreffend Erdverlegung der Hochspannungsleitung der SBB/NOK-Leitung 132 im Kanton Zug,Datenmigration,,Interpellation,abgeschlossen
1533,/gast/geschaefte/1053,Interpellation von Franz Zoppi und Manuel Aeschbacher betreffend interkantonalem Polizeieinsatz zur 1. August-Feier auf dem Rütli,Datenmigration,,Interpellation,abgeschlossen
1534,/gast/geschaefte/1052,"Interpellation von Monika Barmet, Karl Künzle, Karl Nussbaumer und Bruno Pezzatti betreffend Verkehrssituation in Menzingen im Zusammenhang mit der Planung und dem Bau der Tangente Neufeld Baar",Datenmigration,,Interpellation,abgeschlossen
1535,/gast/geschaefte/1051,Motion der CVP-Fraktion betreffend Standesinitiative für den Bau des Zimmerbergtunnels,Datenmigration,,Motion,abgeschlossen
1536,/gast/geschaefte/1050,Kantonsratsbeschluss betreffend Beitrag an die Eissportanlagen Herti Zug,Datenmigration,,Kantonsratsbeschluss (nicht referendumsfähig),abgeschlossen
1537,/gast/geschaefte/1049,Kantonsratsbeschluss betreffend Festlegung der Bahnhaltestellen und der Knotenpunkte des öffentlichen Verkehrs,Datenmigration,,Kantonsratsbeschluss (nicht referendumsfähig),abgeschlossen
1538,/gast/geschaefte/1048,Gesetz über den öffentlichen Verkehr,Datenmigration,,Gesetz,abgeschlossen
1539,/gast/geschaefte/1047,Kleine Anfrage von René Bär betreffend Ausgaben im Bildungswesen,Datenmigration,,Kleine Anfrage,abgeschlossen
1540,/gast/geschaefte/1046,Motion von Max Uebelhart betreffend Änderung des Gesetzes über den Feuerschutz,Datenmigration,,Motion,abgeschlossen
1541,/gast/geschaefte/1045,Kantonsratsbeschluss betreffend Austritt aus dem Interkantonalen Konkordat über Massnahmen zur Bekämpfung von Missbräuchen im Zinswesen,Datenmigration,,Kantonsratsbeschluss (nicht referendumsfähig),abgeschlossen
1542,/gast/geschaefte/1044,Kantonsratsbeschluss über die Genehmigung des Konkordats der Kantone der Nordwest- und Innerschweiz vom 5. Mai 2006 über den Vollzug von Strafen und Massnahmen (Strafvollzugskonkordat),Datenmigration,,Kantonsratsbeschluss (nicht referendumsfähig),abgeschlossen
1543,/gast/geschaefte/1043,Motion von René Bär betreffend Abschaffung des Bildungsrates,Datenmigration,,Motion,abgeschlossen
1544,/gast/geschaefte/1042,Interpellation von Stefan Gisler und Christian Siegwart betreffend Sport- und Schulhausplatzsituation in Oberwil (Gemeinde Zug),Datenmigration,,Interpellation,abgeschlossen
1545,/gast/geschaefte/1041,"Interpellation von Martin Stuber betreffend Abstimmungstermin ""230 Mio. vor das Volk""",Datenmigration,,Interpellation,abgeschlossen
1546,/gast/geschaefte/1040,Kantonsratsbeschluss betreffend Defizitdeckungsbeitrag an das Verkehrshaus der Schweiz,Datenmigration,,Kantonsratsbeschluss (nicht referendumsfähig),abgeschlossen
1547,/gast/geschaefte/1039,Änderung des Schulgesetzes (Qualitätsentwicklung an den gemeindlichen Schulen / Einführung des Kindergartenobligatoriums),Datenmigration,,Gesetz,abgeschlossen
1548,/gast/geschaefte/1038,Interpellation von Thomas Brändle betreffend Abwasserreglement der Stadtgemeinde Zug,Datenmigration,,Interpellation,abgeschlossen
1549,/gast/geschaefte/1037,Rechenschaftsbericht des Obergerichtes für das Jahr 2005,Datenmigration,,Verschiedenes,abgeschlossen
1550,/gast/geschaefte/1036,Interpellation der Alternativen Fraktion betreffend Finanzierung der Bildungsanliegen auf der Volksschulstufe,Datenmigration,,Interpellation,abgeschlossen
1551,/gast/geschaefte/1035,Motion der SP-Fraktion betreffend Bekanntgabe des Abstimmungsverhältnisses bei Verwaltungs- und Gerichtsentscheiden (§ 19 VRG),Datenmigration,,Motion,abgeschlossen
1552,/gast/geschaefte/1034,Postulat von Jean-Pierre Prodolliet und Rosemarie Fähndrich Burger betreffend erhöhte Holznutzung zum Erreichen des Zieles nachhaltiger Wald,Datenmigration,,Postulat,abgeschlossen
1553,/gast/geschaefte/1033,Änderung der Interkantonalen Vereinbarung über die Anerkennung von Ausbildungsabschlüssen,Datenmigration,,Gesetz,abgeschlossen
1554,/gast/geschaefte/1032,Motion der Kommission für Wasserbau und Gewässerschutz betreffend Änderung des Gesetzes über die Gewässer,Datenmigration,,Motion,abgeschlossen
1555,/gast/geschaefte/1031,"Vorzeitige Einführung des Staatsanwaltschaftsmodells in der Zuger Strafjustiz, Änderung kantonaler Erlasse",Datenmigration,,Gesetz,abgeschlossen
1556,/gast/geschaefte/1030,Kantonsratsbeschlüsse für,Datenmigration,,Kantonsratsbeschluss (nicht referendumsfähig),abgeschlossen
1557,/gast/geschaefte/1029,Interpellation von Vreni Wicky betreffend KOSA-Initiative,Datenmigration,,Interpellation,abgeschlossen
1558,/gast/geschaefte/1028,"Motion von Anna Lustenberger-Seitz, Berty Zeiter und Martin Stuber betreffend ""Infrastrukturfonds Zimmerberg II"" für einen Eisenbahntunnel von Baar nach Thalwil",Datenmigration,,Motion,abgeschlossen
1559,/gast/geschaefte/1027,Kantonsratsbeschluss betreffend Weiterführung der Kommission für die Gleichstellung von Frau und Mann,Datenmigration,,Kantonsratsbeschluss (nicht referendumsfähig),abgeschlossen
1560,/gast/geschaefte/1026,Postulat von Baarer Kantonsrätinnen und Kantonsräten betreffend Verlegung der Hochspannungsleitung in Baar-Inwil im Rahmen des Projektes Tangente Neufeld,Datenmigration,,Postulat,abgeschlossen
1561,/gast/geschaefte/2,Genehmigung der Schlussabrechnung betreffend Investitionsbeitrag an den Verein Zugerische Werkstätten für Behinderte (zuwebe Baar) für die Sanierung und Erweiterung des Hauptgebäudes in Inwil,Datenmigration,,Verschiedenes,abgeschlossen
1562,/gast/geschaefte/1025,Kantonsratsbeschluss betreffend Ergänzung zum Objektkredit für den Bau der 1. Etappe der Stadtbahn Zug zur Abgeltung der Investitions-Folgekosten der neuen Haltestellen,Datenmigration,,Kantonsratsbeschluss (nicht referendumsfähig),abgeschlossen
1563,/gast/geschaefte/1024,Kantonsratsbeschluss betreffend Teilergänzung der Stadtbahn Zug und Investitionsbeiträge für den Doppelspurausbau Cham Bahnhof - Freudenberg und für den Ausbau der Stadtbahn-Haltestellen Zythus und Chämleten,Datenmigration,,Kantonsratsbeschluss (nicht referendumsfähig),abgeschlossen
1564,/gast/geschaefte/1023,Anpassung kantonaler Gesetze an das Bundesgesetz über die eingetragene Partnerschaft gleichgeschlechtlicher Paare (Partnerschaftsgesetz),Datenmigration,,Gesetz,abgeschlossen
1565,/gast/geschaefte/1022,Kantonsratsbeschluss betreffend Verwendung des Ertragsüberschusses der Laufenden Rechnung 2005,Datenmigration,,Kantonsratsbeschluss (nicht referendumsfähig),abgeschlossen
1566,/gast/geschaefte/1021,Kantonsrats-Ersatzwahl in der Einwohnergemeinde Baar,Datenmigration,,Wahlen,abgeschlossen
